Year,State,LGA,Season,Temperature (°C),Precipitation (mm),Weather Event,Crop 1,Crop 2,Crop 3,Planting to Harvest Duration Crop 1 (Months),Planting to Harvest Duration Crop 2 (Months),Planting to Harvest Duration Crop 3 (Months),Planting Season Crop 1,Planting Season Crop 2,Planting Season Crop 3,Effect on Crop 1,Effect on Crop 2,Effect on Crop 3,Yield Impact Crop 1 (%),Yield Impact Crop 2 (%),Yield Impact Crop 3 (%)
2021,Delta,Ukwuani,Wet,27.1,1739,Flood,Maize,Yam,Rice,3,9,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-35,-50,-40
2021,Delta,Ukwuani,Dry,28,131,Normal,Yam,Rice,Cassava,9,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Delta,Uvwie,Wet,26.8,1912,Normal,Maize,Cassava,Rice,3,10,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Delta,Uvwie,Dry,28.5,86,Normal,Rice,Maize,Cassava,4,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Delta,Warri North,Wet,26.6,1693,Normal,Yam,Maize,Cassava,9,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Delta,Warri North,Dry,28.8,114,Normal,Cassava,Rice,Maize,10,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Delta,Warri South,Wet,26.7,1714,Flood,Maize,Rice,Yam,3,4,9,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-35,-40,-50
2021,Delta,Warri South,Dry,28.9,119,Normal,Maize,Rice,Cassava,3,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Delta,Warri South West,Wet,27.2,1836,Normal,Rice,Maize,Cassava,4,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Delta,Warri South West,Dry,29.1,94,Normal,Rice,Maize,Cassava,4,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Ebonyi,Abakaliki,Wet,27.2,1881,Normal,Cassava,Rice,Maize,10,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Ebonyi,Abakaliki,Dry,28.6,129,Normal,Cassava,Rice,Yam,10,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Ebonyi,Afikpo North,Wet,27.5,1764,Normal,Maize,Yam,Cassava,3,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Ebonyi,Afikpo North,Dry,29.2,82,Normal,Maize,Yam,Rice,3,9,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Ebonyi,Afikpo South,Wet,27.3,1832,Normal,Yam,Maize,Rice,9,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Ebonyi,Afikpo South,Dry,28.9,148,Normal,Maize,Yam,Cassava,3,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Ebonyi,Ebonyi,Wet,26.5,1689,Normal,Yam,Maize,Cassava,9,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Ebonyi,Ebonyi,Dry,28.4,81,Normal,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Ebonyi,Ezza North,Wet,26.6,1992,Normal,Maize,Rice,Cassava,3,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Ebonyi,Ezza North,Dry,28,137,Normal,Cassava,Rice,Maize,10,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Ebonyi,Ezza South,Wet,26.9,1703,Flood,Maize,Rice,Cassava,3,4,10,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-35,-40,-50
2021,Ebonyi,Ezza South,Dry,28.6,117,Normal,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Ebonyi,Ikwo,Wet,27.4,1758,Flood,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-40,-50,-50
2021,Ebonyi,Ikwo,Dry,29,122,Normal,Maize,Rice,Yam,3,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Ebonyi,Ishielu,Wet,27.4,1883,Normal,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Ebonyi,Ishielu,Dry,28.9,134,Normal,Maize,Cassava,Rice,3,10,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Ebonyi,Ivo,Wet,27.2,1891,Normal,Yam,Maize,Rice,9,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Ebonyi,Ivo,Dry,28.8,109,Normal,Maize,Rice,Yam,3,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Ebonyi,Izzi,Wet,26.9,1689,Flood,Cassava,Yam,Rice,10,9,4,Wet,Wet,Wet,Crop Failure,Crop Failure,Reduced Yield,-50,-50,-40
2021,Ebonyi,Izzi,Dry,28.7,143,Normal,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Ebonyi,Ohaozara,Wet,27.2,1861,Flood,Cassava,Yam,Maize,10,9,3,Wet,Wet,Wet,Crop Failure,Crop Failure,Reduced Yield,-50,-50,-35
2021,Ebonyi,Ohaozara,Dry,28.8,94,Normal,Cassava,Yam,Rice,10,9,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Ebonyi,Ohaukwu,Wet,26.6,1944,Normal,Yam,Rice,Maize,9,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Ebonyi,Ohaukwu,Dry,29.4,137,Normal,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Ebonyi,Onicha,Wet,26.9,1799,Flood,Cassava,Rice,Yam,10,4,9,Wet,Wet,Wet,Crop Failure,Reduced Yield,Crop Failure,-50,-40,-50
2021,Ebonyi,Onicha,Dry,28,122,Normal,Maize,Rice,Yam,3,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Edo,Akoko-Edo,Wet,27.1,1706,Flood,Maize,Cassava,Yam,3,10,9,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-35,-50,-50
2021,Edo,Akoko-Edo,Dry,28.9,83,Normal,Yam,Rice,Cassava,9,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Edo,Egor,Wet,27.5,1749,Flood,Maize,Cassava,Yam,3,10,9,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-35,-50,-50
2021,Edo,Egor,Dry,28.2,115,Normal,Maize,Cassava,Yam,3,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Edo,Esan Central,Wet,27.2,1825,Flood,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-40,-50,-50
2021,Edo,Esan Central,Dry,28.4,119,Normal,Yam,Cassava,Maize,9,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Edo,Esan North-East,Wet,27.4,1919,Flood,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-40,-50,-50
2021,Edo,Esan North-East,Dry,29.2,107,Normal,Rice,Maize,Cassava,4,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Edo,Esan South-East,Wet,26.7,1866,Flood,Rice,Maize,Yam,4,3,9,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-40,-35,-50
2021,Edo,Esan South-East,Dry,29.1,119,Normal,Yam,Cassava,Maize,9,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Edo,Esan West,Wet,26.9,1610,Normal,Cassava,Rice,Maize,10,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Edo,Esan West,Dry,29.4,140,Normal,Maize,Yam,Cassava,3,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Edo,Etsako Central,Wet,27.3,1820,Flood,Maize,Cassava,Rice,3,10,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-35,-50,-40
2021,Edo,Etsako Central,Dry,28.3,123,Normal,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Edo,Etsako East,Wet,27.4,1840,Flood,Yam,Maize,Cassava,9,3,10,Wet,Wet,Wet,Crop Failure,Reduced Yield,Crop Failure,-50,-35,-50
2021,Edo,Etsako East,Dry,29.3,98,Normal,Rice,Maize,Cassava,4,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Edo,Etsako West,Wet,27.2,1756,Normal,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Edo,Etsako West,Dry,28.2,148,Normal,Yam,Cassava,Maize,9,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Edo,Igueben,Wet,27.3,1978,Normal,Maize,Rice,Yam,3,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Edo,Igueben,Dry,28.1,107,Normal,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Edo,Ikpoba Okha,Wet,26.7,1965,Flood,Yam,Maize,Rice,9,3,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-35,-40
2021,Edo,Ikpoba Okha,Dry,29.5,92,Normal,Maize,Cassava,Yam,3,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Edo,Orhionmwon,Wet,26.9,1773,Flood,Cassava,Maize,Yam,10,3,9,Wet,Wet,Wet,Crop Failure,Reduced Yield,Crop Failure,-50,-35,-50
2021,Edo,Orhionmwon,Dry,28.8,125,Normal,Yam,Maize,Cassava,9,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Edo,Oredo,Wet,26.7,1982,Flood,Maize,Cassava,Yam,3,10,9,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-35,-50,-50
2021,Edo,Oredo,Dry,29,131,Normal,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Edo,Ovia North-East,Wet,27.3,1654,Flood,Cassava,Yam,Rice,10,9,4,Wet,Wet,Wet,Crop Failure,Crop Failure,Reduced Yield,-50,-50,-40
2021,Edo,Ovia North-East,Dry,28.5,149,Normal,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Edo,Ovia South-West,Wet,26.8,1955,Normal,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Edo,Ovia South-West,Dry,29.1,91,Normal,Maize,Yam,Rice,3,9,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Edo,Owan East,Wet,27.2,1694,Normal,Rice,Cassava,Maize,4,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Edo,Owan East,Dry,28.8,117,Normal,Maize,Yam,Rice,3,9,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Edo,Owan West,Wet,26.9,1907,Flood,Maize,Cassava,Yam,3,10,9,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-35,-50,-50
2021,Edo,Owan West,Dry,29.1,114,Normal,Cassava,Rice,Yam,10,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Edo,Uhunmwode,Wet,27.4,1649,Normal,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Edo,Uhunmwode,Dry,28.9,95,Normal,Cassava,Rice,Yam,10,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Ekiti,Ado Ekiti,Wet,27.5,1743,Normal,Rice,Maize,Cassava,4,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Ekiti,Ado Ekiti,Dry,28.4,130,Normal,Cassava,Maize,Yam,10,3,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Ekiti,Efon,Wet,26.5,1607,Flood,Yam,Cassava,Maize,9,10,3,Wet,Wet,Wet,Crop Failure,Crop Failure,Reduced Yield,-50,-50,-35
2021,Ekiti,Efon,Dry,28.2,113,Normal,Cassava,Rice,Maize,10,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Ekiti,Ekiti East,Wet,27.3,1875,Normal,Rice,Cassava,Maize,4,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Ekiti,Ekiti East,Dry,28.4,137,Normal,Rice,Cassava,Maize,4,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Ekiti,Ekiti South-West,Wet,27.4,1942,Normal,Yam,Maize,Rice,9,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Ekiti,Ekiti South-West,Dry,28.4,123,Normal,Rice,Cassava,Maize,4,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Ekiti,Ekiti West,Wet,27.3,1602,Normal,Yam,Cassava,Rice,9,10,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Ekiti,Ekiti West,Dry,28.4,127,Normal,Maize,Yam,Cassava,3,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Ekiti,Emure,Wet,26.5,1829,Normal,Maize,Rice,Yam,3,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Ekiti,Emure,Dry,28.8,82,Normal,Maize,Rice,Cassava,3,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Ekiti,Gbonyin,Wet,26.8,1904,Normal,Maize,Rice,Yam,3,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Ekiti,Gbonyin,Dry,29.3,141,Normal,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Ekiti,Ido Osi,Wet,26.8,1831,Normal,Rice,Maize,Yam,4,3,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Ekiti,Ido Osi,Dry,28.2,122,Normal,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Ekiti,Ijero,Wet,27.3,1778,Normal,Yam,Cassava,Maize,9,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Ekiti,Ijero,Dry,29.5,131,Normal,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Ekiti,Ikere,Wet,27.1,1813,Flood,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-40,-50,-50
2021,Ekiti,Ikere,Dry,28.4,95,Normal,Rice,Maize,Cassava,4,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Ekiti,Ikole,Wet,26.6,1777,Normal,Yam,Cassava,Maize,9,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Ekiti,Ikole,Dry,29.2,136,Normal,Yam,Rice,Maize,9,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Ekiti,Ilejemeje,Wet,27.4,1762,Flood,Yam,Cassava,Rice,9,10,4,Wet,Wet,Wet,Crop Failure,Crop Failure,Reduced Yield,-50,-50,-40
2021,Ekiti,Ilejemeje,Dry,28.2,135,Normal,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Ekiti,Irepodun/Ifelodun,Wet,26.9,1853,Normal,Yam,Cassava,Maize,9,10,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Ekiti,Irepodun/Ifelodun,Dry,28.6,125,Normal,Maize,Cassava,Rice,3,10,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Ekiti,Ise/Orun,Wet,26.5,1727,Normal,Maize,Rice,Yam,3,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Ekiti,Ise/Orun,Dry,29.2,88,Normal,Maize,Cassava,Yam,3,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Ekiti,Moba,Wet,27.4,1740,Flood,Yam,Maize,Rice,9,3,4,Wet,Wet,Wet,Crop Failure,Reduced Yield,Reduced Yield,-50,-35,-40
2021,Ekiti,Moba,Dry,28.2,127,Normal,Maize,Cassava,Yam,3,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Ekiti,Oye,Wet,26.8,1676,Normal,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Ekiti,Oye,Dry,28.9,123,Normal,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Enugu,Aninri,Wet,26.9,1685,Normal,Cassava,Rice,Maize,10,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Enugu,Aninri,Dry,29.3,114,Normal,Maize,Rice,Cassava,3,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Enugu,Awgu,Wet,26.6,1956,Flood,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-40,-50,-35
2021,Enugu,Awgu,Dry,28,103,Normal,Yam,Maize,Cassava,9,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Enugu,Enugu East,Wet,26.9,2000,Normal,Cassava,Yam,Maize,10,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Enugu,Enugu East,Dry,28.1,145,Normal,Maize,Rice,Yam,3,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Enugu,Enugu North,Wet,26.7,1668,Flood,Yam,Rice,Cassava,9,4,10,Wet,Wet,Wet,Crop Failure,Reduced Yield,Crop Failure,-50,-40,-50
2021,Enugu,Enugu North,Dry,28.5,88,Normal,Rice,Yam,Maize,4,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Enugu,Enugu South,Wet,26.8,1632,Normal,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Enugu,Enugu South,Dry,28.1,136,Normal,Cassava,Maize,Yam,10,3,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Enugu,Ezeagu,Wet,27.2,1854,Normal,Cassava,Rice,Maize,10,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Enugu,Ezeagu,Dry,28.9,124,Normal,Yam,Maize,Cassava,9,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Enugu,Igbo-Etiti,Wet,26.5,1725,Normal,Cassava,Rice,Maize,10,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Enugu,Igbo-Etiti,Dry,28.7,146,Normal,Rice,Maize,Yam,4,3,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Enugu,Igbo-Eze North,Wet,26.7,1683,Normal,Yam,Rice,Cassava,9,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Enugu,Igbo-Eze North,Dry,29.3,92,Normal,Yam,Rice,Maize,9,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Enugu,Igbo-Eze South,Wet,27.4,1797,Normal,Cassava,Yam,Rice,10,9,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Enugu,Igbo-Eze South,Dry,29.5,103,Normal,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Enugu,Isi-Uzo,Wet,27,1672,Normal,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Enugu,Isi-Uzo,Dry,28.5,81,Normal,Cassava,Yam,Rice,10,9,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Enugu,Nkanu East,Wet,27.2,1903,Normal,Rice,Maize,Cassava,4,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Enugu,Nkanu East,Dry,28.6,94,Normal,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Enugu,Nkanu West,Wet,27.3,1699,Normal,Maize,Rice,Cassava,3,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Enugu,Nkanu West,Dry,28.5,82,Normal,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Enugu,Nsukka,Wet,26.6,1616,Normal,Cassava,Maize,Rice,10,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,Enugu,Nsukka,Dry,29.4,117,Normal,Maize,Yam,Cassava,3,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Enugu,Oji River,Wet,27,1871,Flood,Rice,Cassava,Maize,4,10,3,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-40,-50,-35
2021,Enugu,Oji River,Dry,28.3,112,Normal,Maize,Rice,Yam,3,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Enugu,Udenu,Wet,27.1,1716,Flood,Cassava,Yam,Maize,10,9,3,Wet,Wet,Wet,Crop Failure,Crop Failure,Reduced Yield,-50,-50,-35
2021,Enugu,Udenu,Dry,29.5,134,Normal,Rice,Yam,Cassava,4,9,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,Enugu,Udi,Wet,26.8,1658,Flood,Maize,Yam,Rice,3,9,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-35,-50,-40
2021,Enugu,Udi,Dry,28.6,125,Normal,Cassava,Yam,Maize,10,9,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,Enugu,Uzo-Uwani,Wet,26.5,1882,Flood,Maize,Yam,Cassava,3,9,10,Wet,Wet,Wet,Reduced Yield,Crop Failure,Crop Failure,-35,-50,-50
2021,Enugu,Uzo-Uwani,Dry,29.5,123,Normal,Maize,Cassava,Rice,3,10,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,FCT,Abaji,Wet,26.8,1585,Flood,Yam,Rice,Cassava,9,4,10,Wet,Wet,Wet,Crop Failure,Reduced Yield,Crop Failure,-50,-40,-50
2021,FCT,Abaji,Dry,27.9,57,Normal,Rice,Maize,Cassava,4,3,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,15
2021,FCT,Bwari,Wet,26.9,1341,Flood,Cassava,Yam,Rice,10,9,4,Wet,Wet,Wet,Crop Failure,Crop Failure,Reduced Yield,-50,-50,-40
2021,FCT,Bwari,Dry,28.6,61,Drought,Maize,Rice,Cassava,4,5,11,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-30,-50,-25
2021,FCT,Gwagwalada,Wet,26.7,1451,Normal,Yam,Rice,Maize,9,4,3,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,10
2021,FCT,Gwagwalada,Dry,28.4,54,Normal,Yam,Cassava,Rice,9,10,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,FCT,Kuje,Wet,27.4,1217,Normal,Rice,Cassava,Yam,4,10,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,FCT,Kuje,Dry,28.8,88,Normal,Maize,Rice,Yam,3,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,FCT,Kwali,Wet,27.9,1560,Flood,Yam,Maize,Cassava,9,3,10,Wet,Wet,Wet,Crop Failure,Reduced Yield,Crop Failure,-50,-35,-50
2021,FCT,Kwali,Dry,28.4,88,Normal,Cassava,Rice,Yam,10,4,9,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,15,15
2021,FCT,Municipal Area Council,Wet,26.7,1444,Flood,Maize,Rice,Yam,3,4,9,Wet,Wet,Wet,Reduced Yield,Reduced Yield,Crop Failure,-35,-40,-50
2021,FCT,Municipal Area Council,Dry,27.6,100,Normal,Maize,Rice,Cassava,3,4,10,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,10,15,15
2021,Gombe,Akko,Wet,29.3,646,Drought,Sorghum,Rice,Maize,5,5,4,Wet,Wet,Wet,Reduced Yield,Crop Failure,Reduced Yield,-20,-50,-30
2021,Gombe,Akko,Dry,30.7,60,Normal,Rice,Maize,Sorghum,4,3,4,Wet,Wet,Wet,Optimal Growth,Optimal Growth,Optimal Growth,15,10,10
